,Combination,SUDA_Sum
6366,"age, religious_importance, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_M",1119972
6367,"age, religious_importance, religious_now, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_F",1126554
6368,"age, religious_importance, religious_now, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_M",1126332
6369,"age, religious_importance, religious_now, religious_upbringing, BMI, background_SES, sexual_attraction_F, sexual_attraction_M",1095786
6370,"age, religious_importance, religious_now, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F",921216
6371,"age, religious_importance, religious_now, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_M",922884
6372,"age, religious_importance, religious_now, religious_upbringing, BMI, gender_identity_F, sexual_attraction_F, sexual_attraction_M",909282
6373,"age, religious_importance, religious_now, religious_upbringing, BMI, gender_identity_M, sexual_attraction_F, sexual_attraction_M",916512
6374,"age, religious_importance, religious_now, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",485472
6375,"age, religious_importance, religious_now, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",488334
6376,"age, religious_importance, religious_now, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",483510
6377,"age, religious_importance, religious_now, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",491958
6378,"age, religious_importance, religious_now, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",392178
6379,"age, religious_importance, religious_now, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",1298700
6380,"age, religious_importance, religious_now, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",1293420
6381,"age, religious_importance, religious_now, BMI, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",1289736
6382,"age, religious_importance, religious_now, BMI, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",1293576
6383,"age, religious_importance, religious_now, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",1061652
6384,"age, religious_importance, religious_now, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",612678
6385,"age, religious_importance, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",1335840
6386,"age, religious_importance, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",1330266
6387,"age, religious_importance, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",1332792
6388,"age, religious_importance, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",1333236
6389,"age, religious_importance, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",1097088
6390,"age, religious_importance, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",650856
6391,"age, religious_importance, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",1488870
6392,"age, sex, handedness, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F",732864
6393,"age, sex, handedness, religious_now, religious_upbringing, BMI, background_SES, gender_identity_M",731370
6394,"age, sex, handedness, religious_now, religious_upbringing, BMI, background_SES, sexual_attraction_F",744138
6395,"age, sex, handedness, religious_now, religious_upbringing, BMI, background_SES, sexual_attraction_M",737850
6396,"age, sex, handedness, religious_now, religious_upbringing, BMI, gender_identity_F, gender_identity_M",598884
6397,"age, sex, handedness, religious_now, religious_upbringing, BMI, gender_identity_F, sexual_attraction_F",618942
6398,"age, sex, handedness, religious_now, religious_upbringing, BMI, gender_identity_F, sexual_attraction_M",616860
6399,"age, sex, handedness, religious_now, religious_upbringing, BMI, gender_identity_M, sexual_attraction_F",616416
6400,"age, sex, handedness, religious_now, religious_upbringing, BMI, gender_identity_M, sexual_attraction_M",617694
6401,"age, sex, handedness, religious_now, religious_upbringing, BMI, sexual_attraction_F, sexual_attraction_M",581934
6402,"age, sex, handedness, religious_now, religious_upbringing, background_SES, gender_identity_F, gender_identity_M",243756
6403,"age, sex, handedness, religious_now, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_F",264810
6404,"age, sex, handedness, religious_now, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_M",264618
6405,"age, sex, handedness, religious_now, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_F",263892
6406,"age, sex, handedness, religious_now, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_M",267222
6407,"age, sex, handedness, religious_now, religious_upbringing, background_SES, sexual_attraction_F, sexual_attraction_M",242556
6408,"age, sex, handedness, religious_now, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_F",211500
6409,"age, sex, handedness, religious_now, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_M",221520
6410,"age, sex, handedness, religious_now, religious_upbringing, gender_identity_F, sexual_attraction_F, sexual_attraction_M",202170
6411,"age, sex, handedness, religious_now, religious_upbringing, gender_identity_M, sexual_attraction_F, sexual_attraction_M",205254
6412,"age, sex, handedness, religious_now, BMI, background_SES, gender_identity_F, gender_identity_M",890298
6413,"age, sex, handedness, religious_now, BMI, background_SES, gender_identity_F, sexual_attraction_F",925074
6414,"age, sex, handedness, religious_now, BMI, background_SES, gender_identity_F, sexual_attraction_M",916086
6415,"age, sex, handedness, religious_now, BMI, background_SES, gender_identity_M, sexual_attraction_F",922764
6416,"age, sex, handedness, religious_now, BMI, background_SES, gender_identity_M, sexual_attraction_M",915900
6417,"age, sex, handedness, religious_now, BMI, background_SES, sexual_attraction_F, sexual_attraction_M",888630
6418,"age, sex, handedness, religious_now, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F",743136
6419,"age, sex, handedness, religious_now, BMI, gender_identity_F, gender_identity_M, sexual_attraction_M",741012
6420,"age, sex, handedness, religious_now, BMI, gender_identity_F, sexual_attraction_F, sexual_attraction_M",727182
6421,"age, sex, handedness, religious_now, BMI, gender_identity_M, sexual_attraction_F, sexual_attraction_M",726036
6422,"age, sex, handedness, religious_now, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",359358
6423,"age, sex, handedness, religious_now, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",357852
6424,"age, sex, handedness, religious_now, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",351582
6425,"age, sex, handedness, religious_now, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",353592
6426,"age, sex, handedness, religious_now, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",290592
6427,"age, sex, handedness, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M",894864
6428,"age, sex, handedness, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_F",934392
6429,"age, sex, handedness, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_M",924990
6430,"age, sex, handedness, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_F",928476
6431,"age, sex, handedness, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_M",921696
6432,"age, sex, handedness, religious_upbringing, BMI, background_SES, sexual_attraction_F, sexual_attraction_M",902994
6433,"age, sex, handedness, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F",749442
6434,"age, sex, handedness, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_M",745662
6435,"age, sex, handedness, religious_upbringing, BMI, gender_identity_F, sexual_attraction_F, sexual_attraction_M",737790
6436,"age, sex, handedness, religious_upbringing, BMI, gender_identity_M, sexual_attraction_F, sexual_attraction_M",732114
6437,"age, sex, handedness, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",363492
6438,"age, sex, handedness, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",361092
6439,"age, sex, handedness, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",360510
6440,"age, sex, handedness, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",360630
6441,"age, sex, handedness, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",292758
6442,"age, sex, handedness, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",1080726
6443,"age, sex, handedness, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",1068900
6444,"age, sex, handedness, BMI, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",1072614
6445,"age, sex, handedness, BMI, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",1067322
6446,"age, sex, handedness, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",862338
6447,"age, sex, handedness, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",460734
6448,"age, sex, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M",915780
6449,"age, sex, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_F",953826
6450,"age, sex, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_M",947964
6451,"age, sex, religious_now, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_F",952800
6452,"age, sex, religious_now, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_M",949884
6453,"age, sex, religious_now, religious_upbringing, BMI, background_SES, sexual_attraction_F, sexual_attraction_M",926712
6454,"age, sex, religious_now, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F",766542
6455,"age, sex, religious_now, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_M",766350
6456,"age, sex, religious_now, religious_upbringing, BMI, gender_identity_F, sexual_attraction_F, sexual_attraction_M",756108
6457,"age, sex, religious_now, religious_upbringing, BMI, gender_identity_M, sexual_attraction_F, sexual_attraction_M",756066
6458,"age, sex, religious_now, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",366870
6459,"age, sex, religious_now, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",369192
6460,"age, sex, religious_now, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",365424
6461,"age, sex, religious_now, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",368688
6462,"age, sex, religious_now, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",299628
6463,"age, sex, religious_now, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",1105686
6464,"age, sex, religious_now, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",1098786
6465,"age, sex, religious_now, BMI, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",1099416
6466,"age, sex, religious_now, BMI, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",1098432
6467,"age, sex, religious_now, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",884250
6468,"age, sex, religious_now, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",469764
6469,"age, sex, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",1115400
6470,"age, sex, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",1107354
6471,"age, sex, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",1114998
6472,"age, sex, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",1110192
6473,"age, sex, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",892644
6474,"age, sex, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",477990
6475,"age, sex, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",1254690
6476,"age, handedness, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M",917316
6477,"age, handedness, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_F",949110
6478,"age, handedness, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_M",941790
6479,"age, handedness, religious_now, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_F",947790
6480,"age, handedness, religious_now, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_M",942384
6481,"age, handedness, religious_now, religious_upbringing, BMI, background_SES, sexual_attraction_F, sexual_attraction_M",909084
6482,"age, handedness, religious_now, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F",770040
6483,"age, handedness, religious_now, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_M",769176
6484,"age, handedness, religious_now, religious_upbringing, BMI, gender_identity_F, sexual_attraction_F, sexual_attraction_M",752262
6485,"age, handedness, religious_now, religious_upbringing, BMI, gender_identity_M, sexual_attraction_F, sexual_attraction_M",752934
6486,"age, handedness, religious_now, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",381060
6487,"age, handedness, religious_now, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",380268
6488,"age, handedness, religious_now, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",370980
6489,"age, handedness, religious_now, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",374550
6490,"age, handedness, religious_now, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",304974
6491,"age, handedness, religious_now, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",1111284
6492,"age, handedness, religious_now, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",1102116
6493,"age, handedness, religious_now, BMI, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",1094082
6494,"age, handedness, religious_now, BMI, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",1093044
6495,"age, handedness, religious_now, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",888666
6496,"age, handedness, religious_now, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",480996
6497,"age, handedness, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",1121160
6498,"age, handedness, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",1111710
6499,"age, handedness, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",1110582
6500,"age, handedness, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",1105350
6501,"age, handedness, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",897672
6502,"age, handedness, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",489762
6503,"age, handedness, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",1261050
6504,"age, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",1144854
6505,"age, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",1139076
6506,"age, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",1134840
6507,"age, religious_now, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",1134738
6508,"age, religious_now, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",919704
6509,"age, religious_now, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",498828
6510,"age, religious_now, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",1292154
6511,"age, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",1306458
6512,"education_level, religious_importance, sex, handedness, religious_now, religious_upbringing, BMI, background_SES",490386
6513,"education_level, religious_importance, sex, handedness, religious_now, religious_upbringing, BMI, gender_identity_F",444840
6514,"education_level, religious_importance, sex, handedness, religious_now, religious_upbringing, BMI, gender_identity_M",432786
6515,"education_level, religious_importance, sex, handedness, religious_now, religious_upbringing, BMI, sexual_attraction_F",442332
6516,"education_level, religious_importance, sex, handedness, religious_now, religious_upbringing, BMI, sexual_attraction_M",443922
6517,"education_level, religious_importance, sex, handedness, religious_now, religious_upbringing, background_SES, gender_identity_F",142902
6518,"education_level, religious_importance, sex, handedness, religious_now, religious_upbringing, background_SES, gender_identity_M",133218
6519,"education_level, religious_importance, sex, handedness, religious_now, religious_upbringing, background_SES, sexual_attraction_F",143094
6520,"education_level, religious_importance, sex, handedness, religious_now, religious_upbringing, background_SES, sexual_attraction_M",146766
6521,"education_level, religious_importance, sex, handedness, religious_now, religious_upbringing, gender_identity_F, gender_identity_M",111732
6522,"education_level, religious_importance, sex, handedness, religious_now, religious_upbringing, gender_identity_F, sexual_attraction_F",119988
6523,"education_level, religious_importance, sex, handedness, religious_now, religious_upbringing, gender_identity_F, sexual_attraction_M",128526
6524,"education_level, religious_importance, sex, handedness, religious_now, religious_upbringing, gender_identity_M, sexual_attraction_F",115488
6525,"education_level, religious_importance, sex, handedness, religious_now, religious_upbringing, gender_identity_M, sexual_attraction_M",126282
6526,"education_level, religious_importance, sex, handedness, religious_now, religious_upbringing, sexual_attraction_F, sexual_attraction_M",98838
6527,"education_level, religious_importance, sex, handedness, religious_now, BMI, background_SES, gender_identity_F",670866
6528,"education_level, religious_importance, sex, handedness, religious_now, BMI, background_SES, gender_identity_M",659040
6529,"education_level, religious_importance, sex, handedness, religious_now, BMI, background_SES, sexual_attraction_F",682002
6530,"education_level, religious_importance, sex, handedness, religious_now, BMI, background_SES, sexual_attraction_M",677112
6531,"education_level, religious_importance, sex, handedness, religious_now, BMI, gender_identity_F, gender_identity_M",546894
6532,"education_level, religious_importance, sex, handedness, religious_now, BMI, gender_identity_F, sexual_attraction_F",580338
6533,"education_level, religious_importance, sex, handedness, religious_now, BMI, gender_identity_F, sexual_attraction_M",578070
6534,"education_level, religious_importance, sex, handedness, religious_now, BMI, gender_identity_M, sexual_attraction_F",570426
6535,"education_level, religious_importance, sex, handedness, religious_now, BMI, gender_identity_M, sexual_attraction_M",568992
6536,"education_level, religious_importance, sex, handedness, religious_now, BMI, sexual_attraction_F, sexual_attraction_M",547848
6537,"education_level, religious_importance, sex, handedness, religious_now, background_SES, gender_identity_F, gender_identity_M",208488
6538,"education_level, religious_importance, sex, handedness, religious_now, background_SES, gender_identity_F, sexual_attraction_F",236142
6539,"education_level, religious_importance, sex, handedness, religious_now, background_SES, gender_identity_F, sexual_attraction_M",234486
6540,"education_level, religious_importance, sex, handedness, religious_now, background_SES, gender_identity_M, sexual_attraction_F",230826
6541,"education_level, religious_importance, sex, handedness, religious_now, background_SES, gender_identity_M, sexual_attraction_M",230502
6542,"education_level, religious_importance, sex, handedness, religious_now, background_SES, sexual_attraction_F, sexual_attraction_M",216726
6543,"education_level, religious_importance, sex, handedness, religious_now, gender_identity_F, gender_identity_M, sexual_attraction_F",180270
6544,"education_level, religious_importance, sex, handedness, religious_now, gender_identity_F, gender_identity_M, sexual_attraction_M",185886
6545,"education_level, religious_importance, sex, handedness, religious_now, gender_identity_F, sexual_attraction_F, sexual_attraction_M",177066
6546,"education_level, religious_importance, sex, handedness, religious_now, gender_identity_M, sexual_attraction_F, sexual_attraction_M",176934
6547,"education_level, religious_importance, sex, handedness, religious_upbringing, BMI, background_SES, gender_identity_F",693096
6548,"education_level, religious_importance, sex, handedness, religious_upbringing, BMI, background_SES, gender_identity_M",679578
6549,"education_level, religious_importance, sex, handedness, religious_upbringing, BMI, background_SES, sexual_attraction_F",704862
6550,"education_level, religious_importance, sex, handedness, religious_upbringing, BMI, background_SES, sexual_attraction_M",701178
6551,"education_level, religious_importance, sex, handedness, religious_upbringing, BMI, gender_identity_F, gender_identity_M",570192
6552,"education_level, religious_importance, sex, handedness, religious_upbringing, BMI, gender_identity_F, sexual_attraction_F",601986
6553,"education_level, religious_importance, sex, handedness, religious_upbringing, BMI, gender_identity_F, sexual_attraction_M",599706
6554,"education_level, religious_importance, sex, handedness, religious_upbringing, BMI, gender_identity_M, sexual_attraction_F",589476
6555,"education_level, religious_importance, sex, handedness, religious_upbringing, BMI, gender_identity_M, sexual_attraction_M",587892
6556,"education_level, religious_importance, sex, handedness, religious_upbringing, BMI, sexual_attraction_F, sexual_attraction_M",570204
6557,"education_level, religious_importance, sex, handedness, religious_upbringing, background_SES, gender_identity_F, gender_identity_M",227994
6558,"education_level, religious_importance, sex, handedness, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_F",254328
6559,"education_level, religious_importance, sex, handedness, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_M",253020
6560,"education_level, religious_importance, sex, handedness, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_F",249114
6561,"education_level, religious_importance, sex, handedness, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_M",249006
6562,"education_level, religious_importance, sex, handedness, religious_upbringing, background_SES, sexual_attraction_F, sexual_attraction_M",238374
6563,"education_level, religious_importance, sex, handedness, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_F",195762
6564,"education_level, religious_importance, sex, handedness, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_M",198834
6565,"education_level, religious_importance, sex, handedness, religious_upbringing, gender_identity_F, sexual_attraction_F, sexual_attraction_M",190650
6566,"education_level, religious_importance, sex, handedness, religious_upbringing, gender_identity_M, sexual_attraction_F, sexual_attraction_M",189468
6567,"education_level, religious_importance, sex, handedness, BMI, background_SES, gender_identity_F, gender_identity_M",832590
6568,"education_level, religious_importance, sex, handedness, BMI, background_SES, gender_identity_F, sexual_attraction_F",881328
6569,"education_level, religious_importance, sex, handedness, BMI, background_SES, gender_identity_F, sexual_attraction_M",872070
6570,"education_level, religious_importance, sex, handedness, BMI, background_SES, gender_identity_M, sexual_attraction_F",869694
6571,"education_level, religious_importance, sex, handedness, BMI, background_SES, gender_identity_M, sexual_attraction_M",860352
6572,"education_level, religious_importance, sex, handedness, BMI, background_SES, sexual_attraction_F, sexual_attraction_M",853668
6573,"education_level, religious_importance, sex, handedness, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F",714876
6574,"education_level, religious_importance, sex, handedness, BMI, gender_identity_F, gender_identity_M, sexual_attraction_M",707184
6575,"education_level, religious_importance, sex, handedness, BMI, gender_identity_F, sexual_attraction_F, sexual_attraction_M",713622
6576,"education_level, religious_importance, sex, handedness, BMI, gender_identity_M, sexual_attraction_F, sexual_attraction_M",701190
6577,"education_level, religious_importance, sex, handedness, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",337242
6578,"education_level, religious_importance, sex, handedness, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",329784
6579,"education_level, religious_importance, sex, handedness, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",337680
6580,"education_level, religious_importance, sex, handedness, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",335700
6581,"education_level, religious_importance, sex, handedness, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",266052
6582,"education_level, religious_importance, sex, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F",685176
6583,"education_level, religious_importance, sex, religious_now, religious_upbringing, BMI, background_SES, gender_identity_M",676140
6584,"education_level, religious_importance, sex, religious_now, religious_upbringing, BMI, background_SES, sexual_attraction_F",699156
6585,"education_level, religious_importance, sex, religious_now, religious_upbringing, BMI, background_SES, sexual_attraction_M",697398
6586,"education_level, religious_importance, sex, religious_now, religious_upbringing, BMI, gender_identity_F, gender_identity_M",560394
6587,"education_level, religious_importance, sex, religious_now, religious_upbringing, BMI, gender_identity_F, sexual_attraction_F",592290
6588,"education_level, religious_importance, sex, religious_now, religious_upbringing, BMI, gender_identity_F, sexual_attraction_M",591702
6589,"education_level, religious_importance, sex, religious_now, religious_upbringing, BMI, gender_identity_M, sexual_attraction_F",584616
6590,"education_level, religious_importance, sex, religious_now, religious_upbringing, BMI, gender_identity_M, sexual_attraction_M",585084
6591,"education_level, religious_importance, sex, religious_now, religious_upbringing, BMI, sexual_attraction_F, sexual_attraction_M",564366
6592,"education_level, religious_importance, sex, religious_now, religious_upbringing, background_SES, gender_identity_F, gender_identity_M",215844
6593,"education_level, religious_importance, sex, religious_now, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_F",241602
6594,"education_level, religious_importance, sex, religious_now, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_M",243162
6595,"education_level, religious_importance, sex, religious_now, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_F",239022
6596,"education_level, religious_importance, sex, religious_now, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_M",241872
6597,"education_level, religious_importance, sex, religious_now, religious_upbringing, background_SES, sexual_attraction_F, sexual_attraction_M",227736
6598,"education_level, religious_importance, sex, religious_now, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_F",186186
6599,"education_level, religious_importance, sex, religious_now, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_M",192444
6600,"education_level, religious_importance, sex, religious_now, religious_upbringing, gender_identity_F, sexual_attraction_F, sexual_attraction_M",182658
6601,"education_level, religious_importance, sex, religious_now, religious_upbringing, gender_identity_M, sexual_attraction_F, sexual_attraction_M",184938
6602,"education_level, religious_importance, sex, religious_now, BMI, background_SES, gender_identity_F, gender_identity_M",827472
6603,"education_level, religious_importance, sex, religious_now, BMI, background_SES, gender_identity_F, sexual_attraction_F",874596
6604,"education_level, religious_importance, sex, religious_now, BMI, background_SES, gender_identity_F, sexual_attraction_M",868392
6605,"education_level, religious_importance, sex, religious_now, BMI, background_SES, gender_identity_M, sexual_attraction_F",866790
6606,"education_level, religious_importance, sex, religious_now, BMI, background_SES, gender_identity_M, sexual_attraction_M",860868
6607,"education_level, religious_importance, sex, religious_now, BMI, background_SES, sexual_attraction_F, sexual_attraction_M",850452
6608,"education_level, religious_importance, sex, religious_now, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F",705558
6609,"education_level, religious_importance, sex, religious_now, BMI, gender_identity_F, gender_identity_M, sexual_attraction_M",701004
6610,"education_level, religious_importance, sex, religious_now, BMI, gender_identity_F, sexual_attraction_F, sexual_attraction_M",705450
6611,"education_level, religious_importance, sex, religious_now, BMI, gender_identity_M, sexual_attraction_F, sexual_attraction_M",697836
6612,"education_level, religious_importance, sex, religious_now, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",324894
6613,"education_level, religious_importance, sex, religious_now, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",321780
6614,"education_level, religious_importance, sex, religious_now, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",327348
6615,"education_level, religious_importance, sex, religious_now, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",327450
6616,"education_level, religious_importance, sex, religious_now, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",258684
6617,"education_level, religious_importance, sex, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M",854664
6618,"education_level, religious_importance, sex, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_F",902640
6619,"education_level, religious_importance, sex, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_M",896286
6620,"education_level, religious_importance, sex, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_F",892932
