Combination,Unique Rows,Unique Rows Excluding Columns,Score
"education_level, sex, handedness, religious_now, BMI, background_SES, gender_identity_M, sexual_attraction_M",663,169,1.0889894419306183
"education_level, sex, handedness, religious_now, BMI, background_SES, sexual_attraction_F, sexual_attraction_M",648,124,1.183641975308642
"education_level, sex, handedness, religious_now, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F",354,317,1.6214689265536724
"education_level, sex, handedness, religious_now, BMI, gender_identity_F, gender_identity_M, sexual_attraction_M",357,315,1.6134453781512605
"education_level, sex, handedness, religious_now, BMI, gender_identity_F, sexual_attraction_F, sexual_attraction_M",348,304,1.6867816091954022
"education_level, sex, handedness, religious_now, BMI, gender_identity_M, sexual_attraction_F, sexual_attraction_M",336,304,1.7470238095238095
"education_level, sex, handedness, religious_now, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",246,432,1.8658536585365855
"education_level, sex, handedness, religious_now, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",239,433,1.9163179916317992
"education_level, sex, handedness, religious_now, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",238,424,1.9621848739495797
"education_level, sex, handedness, religious_now, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",231,428,2.0043290043290045
"education_level, sex, handedness, religious_now, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",115,550,2.965217391304348
"education_level, sex, handedness, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M",679,82,1.1914580265095729
"education_level, sex, handedness, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_F",703,115,1.1038406827880511
"education_level, sex, handedness, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_M",701,115,1.1069900142653353
"education_level, sex, handedness, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_F",705,115,1.100709219858156
"education_level, sex, handedness, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_M",697,118,1.109038737446198
"education_level, sex, handedness, religious_upbringing, BMI, background_SES, sexual_attraction_F, sexual_attraction_M",681,91,1.1747430249632893
"education_level, sex, handedness, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F",372,252,1.717741935483871
"education_level, sex, handedness, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_M",379,246,1.7018469656992083
"education_level, sex, handedness, religious_upbringing, BMI, gender_identity_F, sexual_attraction_F, sexual_attraction_M",371,232,1.7762803234501348
"education_level, sex, handedness, religious_upbringing, BMI, gender_identity_M, sexual_attraction_F, sexual_attraction_M",352,236,1.8607954545454546
"education_level, sex, handedness, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",271,355,1.977859778597786
"education_level, sex, handedness, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",273,354,1.967032967032967
"education_level, sex, handedness, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",264,361,2.007575757575758
"education_level, sex, handedness, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",246,359,2.16260162601626
"education_level, sex, handedness, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",125,466,3.4
"education_level, sex, handedness, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",623,92,1.2825040128410914
"education_level, sex, handedness, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",622,89,1.2893890675241158
"education_level, sex, handedness, BMI, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",609,85,1.3234811165845648
"education_level, sex, handedness, BMI, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",610,84,1.3229508196721311
"education_level, sex, handedness, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",336,141,2.232142857142857
"education_level, sex, handedness, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",223,231,2.9596412556053813
"education_level, sex, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M",674,105,1.1661721068249258
"education_level, sex, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_F",698,139,1.0773638968481376
"education_level, sex, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_M",696,137,1.0833333333333333
"education_level, sex, religious_now, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_F",701,146,1.0627674750356633
"education_level, sex, religious_now, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_M",695,144,1.074820143884892
"education_level, sex, religious_now, religious_upbringing, BMI, background_SES, sexual_attraction_F, sexual_attraction_M",673,111,1.1589895988112928
"education_level, sex, religious_now, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F",372,305,1.575268817204301
"education_level, sex, religious_now, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_M",373,305,1.5710455764075066
"education_level, sex, religious_now, religious_upbringing, BMI, gender_identity_F, sexual_attraction_F, sexual_attraction_M",363,293,1.6473829201101928
"education_level, sex, religious_now, religious_upbringing, BMI, gender_identity_M, sexual_attraction_F, sexual_attraction_M",350,285,1.7314285714285715
"education_level, sex, religious_now, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",283,414,1.685512367491166
"education_level, sex, religious_now, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",278,418,1.7014388489208634
"education_level, sex, religious_now, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",265,415,1.7962264150943397
"education_level, sex, religious_now, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",254,415,1.874015748031496
"education_level, sex, religious_now, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",136,532,2.639705882352941
"education_level, sex, religious_now, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",639,125,1.1987480438184663
"education_level, sex, religious_now, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",639,121,1.2050078247261347
"education_level, sex, religious_now, BMI, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",631,113,1.2329635499207607
"education_level, sex, religious_now, BMI, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",633,113,1.2290679304897314
"education_level, sex, religious_now, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",324,189,2.1666666666666665
"education_level, sex, religious_now, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",230,277,2.6695652173913045
"education_level, sex, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",685,82,1.181021897810219
"education_level, sex, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",681,77,1.1953010279001468
"education_level, sex, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",671,79,1.2101341281669151
"education_level, sex, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",674,76,1.2091988130563798
"education_level, sex, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",337,136,2.2403560830860534
"education_level, sex, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",240,211,2.8333333333333335
"education_level, sex, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",571,31,1.5061295971978985
"education_level, handedness, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M",662,116,1.1706948640483383
"education_level, handedness, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_F",683,133,1.109809663250366
"education_level, handedness, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_M",681,134,1.1116005873715125
"education_level, handedness, religious_now, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_F",687,133,1.1033478893740902
"education_level, handedness, religious_now, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_M",679,137,1.1104565537555229
"education_level, handedness, religious_now, religious_upbringing, BMI, background_SES, sexual_attraction_F, sexual_attraction_M",653,109,1.1975497702909648
"education_level, handedness, religious_now, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F",385,304,1.5246753246753246
"education_level, handedness, religious_now, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_M",388,301,1.5206185567010309
"education_level, handedness, religious_now, religious_upbringing, BMI, gender_identity_F, sexual_attraction_F, sexual_attraction_M",377,272,1.6419098143236075
"education_level, handedness, religious_now, religious_upbringing, BMI, gender_identity_M, sexual_attraction_F, sexual_attraction_M",366,272,1.6912568306010929
"education_level, handedness, religious_now, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",300,412,1.5966666666666667
"education_level, handedness, religious_now, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",295,418,1.6033898305084746
"education_level, handedness, religious_now, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",283,404,1.7208480565371025
"education_level, handedness, religious_now, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",271,399,1.8154981549815499
"education_level, handedness, religious_now, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",145,585,2.110344827586207
"education_level, handedness, religious_now, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",634,118,1.2192429022082019
"education_level, handedness, religious_now, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",634,120,1.2160883280757098
"education_level, handedness, religious_now, BMI, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",631,108,1.2408874801901744
"education_level, handedness, religious_now, BMI, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",631,101,1.2519809825673534
"education_level, handedness, religious_now, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",344,202,2.002906976744186
"education_level, handedness, religious_now, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",248,312,2.3346774193548385
"education_level, handedness, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",664,91,1.2048192771084338
"education_level, handedness, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",662,87,1.2145015105740182
"education_level, handedness, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",655,85,1.2305343511450382
"education_level, handedness, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",657,74,1.243531202435312
"education_level, handedness, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",361,156,2.03601108033241
"education_level, handedness, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",260,239,2.5076923076923077
"education_level, handedness, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",575,29,1.4991304347826087
"education_level, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",646,123,1.1888544891640866
"education_level, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",644,115,1.204968944099379
"education_level, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",634,106,1.2381703470031546
"education_level, religious_now, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",639,100,1.237871674491393
"education_level, religious_now, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",356,213,1.904494382022472
"education_level, religious_now, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",271,291,2.2140221402214024
"education_level, religious_now, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",584,54,1.4332191780821917
"education_level, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",619,31,1.3893376413570275
"religious_importance, sex, handedness, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F",571,134,1.3257443082311733
"religious_importance, sex, handedness, religious_now, religious_upbringing, BMI, background_SES, gender_identity_M",574,147,1.2961672473867596
"religious_importance, sex, handedness, religious_now, religious_upbringing, BMI, background_SES, sexual_attraction_F",599,144,1.2470784641068446
"religious_importance, sex, handedness, religious_now, religious_upbringing, BMI, background_SES, sexual_attraction_M",592,146,1.258445945945946
"religious_importance, sex, handedness, religious_now, religious_upbringing, BMI, gender_identity_F, gender_identity_M",283,259,2.23321554770318
"religious_importance, sex, handedness, religious_now, religious_upbringing, BMI, gender_identity_F, sexual_attraction_F",321,321,1.7757009345794392
"religious_importance, sex, handedness, religious_now, religious_upbringing, BMI, gender_identity_F, sexual_attraction_M",321,309,1.8130841121495327
"religious_importance, sex, handedness, religious_now, religious_upbringing, BMI, gender_identity_M, sexual_attraction_F",318,313,1.8176100628930818
"religious_importance, sex, handedness, religious_now, religious_upbringing, BMI, gender_identity_M, sexual_attraction_M",313,306,1.8690095846645367
"religious_importance, sex, handedness, religious_now, religious_upbringing, BMI, sexual_attraction_F, sexual_attraction_M",301,270,2.0631229235880397
"religious_importance, sex, handedness, religious_now, religious_upbringing, background_SES, gender_identity_F, gender_identity_M",221,391,2.262443438914027
"religious_importance, sex, handedness, religious_now, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_F",250,442,1.796
"religious_importance, sex, handedness, religious_now, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_M",235,451,1.872340425531915
"religious_importance, sex, handedness, religious_now, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_F",241,439,1.8755186721991701
"religious_importance, sex, handedness, religious_now, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_M",237,437,1.9156118143459915
"religious_importance, sex, handedness, religious_now, religious_upbringing, background_SES, sexual_attraction_F, sexual_attraction_M",228,427,2.0350877192982457
"religious_importance, sex, handedness, religious_now, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_F",98,741,1.530612244897959
"religious_importance, sex, handedness, religious_now, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_M",96,741,1.5625
"religious_importance, sex, handedness, religious_now, religious_upbringing, gender_identity_F, sexual_attraction_F, sexual_attraction_M",97,749,1.4639175257731958
"religious_importance, sex, handedness, religious_now, religious_upbringing, gender_identity_M, sexual_attraction_F, sexual_attraction_M",94,740,1.6063829787234043
"religious_importance, sex, handedness, religious_now, BMI, background_SES, gender_identity_F, gender_identity_M",516,111,1.5116279069767442
"religious_importance, sex, handedness, religious_now, BMI, background_SES, gender_identity_F, sexual_attraction_F",554,133,1.3682310469314078
"religious_importance, sex, handedness, religious_now, BMI, background_SES, gender_identity_F, sexual_attraction_M",550,139,1.3672727272727272
"religious_importance, sex, handedness, religious_now, BMI, background_SES, gender_identity_M, sexual_attraction_F",558,154,1.32078853046595
"religious_importance, sex, handedness, religious_now, BMI, background_SES, gender_identity_M, sexual_attraction_M",553,161,1.3200723327305606
"religious_importance, sex, handedness, religious_now, BMI, background_SES, sexual_attraction_F, sexual_attraction_M",532,105,1.4774436090225564
"religious_importance, sex, handedness, religious_now, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F",305,354,1.7606557377049181
"religious_importance, sex, handedness, religious_now, BMI, gender_identity_F, gender_identity_M, sexual_attraction_M",305,356,1.7540983606557377
"religious_importance, sex, handedness, religious_now, BMI, gender_identity_F, sexual_attraction_F, sexual_attraction_M",299,358,1.7826086956521738
"religious_importance, sex, handedness, religious_now, BMI, gender_identity_M, sexual_attraction_F, sexual_attraction_M",289,350,1.8719723183391004
"religious_importance, sex, handedness, religious_now, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",229,515,1.6419213973799127
"religious_importance, sex, handedness, religious_now, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",213,525,1.7183098591549295
"religious_importance, sex, handedness, religious_now, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",219,513,1.726027397260274
"religious_importance, sex, handedness, religious_now, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",212,524,1.7311320754716981
"religious_importance, sex, handedness, religious_now, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",101,650,2.386138613861386
"religious_importance, sex, handedness, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M",601,100,1.3161397670549084
"religious_importance, sex, handedness, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_F",637,124,1.2040816326530612
"religious_importance, sex, handedness, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_M",627,125,1.2216905901116428
"religious_importance, sex, handedness, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_F",645,146,1.1550387596899225
"religious_importance, sex, handedness, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_M",632,147,1.1772151898734178
"religious_importance, sex, handedness, religious_upbringing, BMI, background_SES, sexual_attraction_F, sexual_attraction_M",612,102,1.2892156862745099
"religious_importance, sex, handedness, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F",355,331,1.5774647887323943
"religious_importance, sex, handedness, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_M",355,327,1.5887323943661973
"religious_importance, sex, handedness, religious_upbringing, BMI, gender_identity_F, sexual_attraction_F, sexual_attraction_M",343,313,1.685131195335277
"religious_importance, sex, handedness, religious_upbringing, BMI, gender_identity_M, sexual_attraction_F, sexual_attraction_M",340,322,1.673529411764706
"religious_importance, sex, handedness, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",292,468,1.4486301369863013
"religious_importance, sex, handedness, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",279,472,1.5017921146953406
"religious_importance, sex, handedness, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",272,474,1.5330882352941178
"religious_importance, sex, handedness, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",262,479,1.5725190839694656
"religious_importance, sex, handedness, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",123,598,2.3821138211382116
"religious_importance, sex, handedness, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",583,108,1.3430531732418525
"religious_importance, sex, handedness, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",577,105,1.3622183708838822
"religious_importance, sex, handedness, BMI, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",566,96,1.4045936395759717
"religious_importance, sex, handedness, BMI, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",576,98,1.3767361111111112
"religious_importance, sex, handedness, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",330,145,2.2606060606060607
"religious_importance, sex, handedness, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",251,334,2.2191235059760954
"religious_importance, sex, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M",550,89,1.4581818181818182
"religious_importance, sex, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_F",589,127,1.2971137521222411
"religious_importance, sex, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_M",580,126,1.3189655172413792
"religious_importance, sex, religious_now, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_F",595,134,1.2722689075630251
"religious_importance, sex, religious_now, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_M",583,135,1.2967409948542024
"religious_importance, sex, religious_now, religious_upbringing, BMI, background_SES, sexual_attraction_F, sexual_attraction_M",562,99,1.4092526690391458
"religious_importance, sex, religious_now, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F",316,301,1.8670886075949367
"religious_importance, sex, religious_now, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_M",316,298,1.8765822784810127
"religious_importance, sex, religious_now, religious_upbringing, BMI, gender_identity_F, sexual_attraction_F, sexual_attraction_M",307,283,1.980456026058632
"religious_importance, sex, religious_now, religious_upbringing, BMI, gender_identity_M, sexual_attraction_F, sexual_attraction_M",302,285,2.006622516556291
"religious_importance, sex, religious_now, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",251,423,1.8645418326693226
"religious_importance, sex, religious_now, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",241,434,1.896265560165975
"religious_importance, sex, religious_now, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",231,430,1.9956709956709957
"religious_importance, sex, religious_now, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",227,438,1.9955947136563876
"religious_importance, sex, religious_now, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",111,582,2.7837837837837838
"religious_importance, sex, religious_now, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",532,98,1.4906015037593985
"religious_importance, sex, religious_now, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",527,99,1.5028462998102468
"religious_importance, sex, religious_now, BMI, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",511,91,1.5655577299412915
"religious_importance, sex, religious_now, BMI, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",523,89,1.5334608030592733
"religious_importance, sex, religious_now, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",299,132,2.5384615384615383
"religious_importance, sex, religious_now, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",214,296,2.7803738317757007
"religious_importance, sex, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",618,90,1.296116504854369
"religious_importance, sex, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",609,85,1.3234811165845648
"religious_importance, sex, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",593,91,1.349072512647555
"religious_importance, sex, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",605,89,1.3256198347107437
"religious_importance, sex, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",337,137,2.2373887240356085
"religious_importance, sex, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",267,285,2.269662921348315
"religious_importance, sex, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",540,41,1.5740740740740742
"religious_importance, handedness, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M",553,86,1.4556962025316456
"religious_importance, handedness, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_F",589,99,1.3446519524617997
"religious_importance, handedness, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_M",579,97,1.3713298791018997
"religious_importance, handedness, religious_now, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_F",597,106,1.3149078726968175
"religious_importance, handedness, religious_now, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_M",582,103,1.3539518900343643
"religious_importance, handedness, religious_now, religious_upbringing, BMI, background_SES, sexual_attraction_F, sexual_attraction_M",552,73,1.4818840579710144
"religious_importance, handedness, religious_now, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F",330,313,1.7515151515151515
"religious_importance, handedness, religious_now, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_M",330,308,1.7666666666666666
"religious_importance, handedness, religious_now, religious_upbringing, BMI, gender_identity_F, sexual_attraction_F, sexual_attraction_M",317,283,1.9179810725552051
"religious_importance, handedness, religious_now, religious_upbringing, BMI, gender_identity_M, sexual_attraction_F, sexual_attraction_M",315,280,1.9396825396825397
"religious_importance, handedness, religious_now, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",261,443,1.7164750957854407
"religious_importance, handedness, religious_now, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",248,452,1.7701612903225807
"religious_importance, handedness, religious_now, religious_upbringing, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",239,446,1.8619246861924685
"religious_importance, handedness, religious_now, religious_upbringing, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",231,449,1.9134199134199135
"religious_importance, handedness, religious_now, religious_upbringing, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",119,654,1.9915966386554622
"religious_importance, handedness, religious_now, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",555,94,1.436036036036036
"religious_importance, handedness, religious_now, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",549,99,1.4426229508196722
"religious_importance, handedness, religious_now, BMI, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",538,74,1.5185873605947955
"religious_importance, handedness, religious_now, BMI, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",548,72,1.4945255474452555
"religious_importance, handedness, religious_now, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",308,176,2.3214285714285716
"religious_importance, handedness, religious_now, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",222,363,2.3783783783783785
"religious_importance, handedness, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",612,91,1.3071895424836601
"religious_importance, handedness, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",602,85,1.3388704318936877
"religious_importance, handedness, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",593,77,1.372681281618887
"religious_importance, handedness, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",605,73,1.3520661157024794
"religious_importance, handedness, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",348,159,2.103448275862069
"religious_importance, handedness, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",276,327,2.0434782608695654
"religious_importance, handedness, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",563,31,1.5275310834813498
"religious_importance, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F",563,83,1.4351687388987566
"religious_importance, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_M",554,81,1.4620938628158844
"religious_importance, religious_now, religious_upbringing, BMI, background_SES, gender_identity_F, sexual_attraction_F, sexual_attraction_M",538,73,1.520446096654275
"religious_importance, religious_now, religious_upbringing, BMI, background_SES, gender_identity_M, sexual_attraction_F, sexual_attraction_M",550,65,1.5018181818181817
"religious_importance, religious_now, religious_upbringing, BMI, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",319,145,2.3385579937304075
"religious_importance, religious_now, religious_upbringing, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",244,291,2.459016393442623
"religious_importance, religious_now, BMI, background_SES, gender_identity_F, gender_identity_M, sexual_attraction_F, sexual_attraction_M",508,37,1.6811023622047243
