,Combination,SUDA_Sum
991,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, ETHNICITY_1, WORK_NIH_CAMPUS",46577
992,"AGE, INCOME, LANGUAGE, MARITAL_STATUS, GENDER, WORK_NIH_CAMPUS",47238
993,"AGE, INCOME, LANGUAGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",54459
994,"AGE, INCOME, LANGUAGE, EDUCATION, EMPLOYMENT, ETHNICITY_1",51221
995,"AGE, INCOME, LANGUAGE, EDUCATION, EMPLOYMENT, GENDER",52234
996,"AGE, INCOME, LANGUAGE, EDUCATION, EMPLOYMENT, WORK_NIH_CAMPUS",52949
997,"AGE, INCOME, LANGUAGE, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",49140
998,"AGE, INCOME, LANGUAGE, EDUCATION, LGBT_IDENTITY, GENDER",50223
999,"AGE, INCOME, LANGUAGE, EDUCATION, LGBT_IDENTITY, WORK_NIH_CAMPUS",51118
1000,"AGE, INCOME, LANGUAGE, EDUCATION, ETHNICITY_1, GENDER",46825
1001,"AGE, INCOME, LANGUAGE, EDUCATION, ETHNICITY_1, WORK_NIH_CAMPUS",47774
1002,"AGE, INCOME, LANGUAGE, EDUCATION, GENDER, WORK_NIH_CAMPUS",48650
1003,"AGE, INCOME, LANGUAGE, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",48028
1004,"AGE, INCOME, LANGUAGE, EMPLOYMENT, LGBT_IDENTITY, GENDER",48989
1005,"AGE, INCOME, LANGUAGE, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",50123
1006,"AGE, INCOME, LANGUAGE, EMPLOYMENT, ETHNICITY_1, GENDER",45678
1007,"AGE, INCOME, LANGUAGE, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",46988
1008,"AGE, INCOME, LANGUAGE, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",47782
1009,"AGE, INCOME, LANGUAGE, LGBT_IDENTITY, ETHNICITY_1, GENDER",44044
1010,"AGE, INCOME, LANGUAGE, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",45332
1011,"AGE, INCOME, LANGUAGE, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",46078
1012,"AGE, INCOME, LANGUAGE, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",42702
1013,"AGE, INCOME, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT",44885
1014,"AGE, INCOME, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY",42839
1015,"AGE, INCOME, RACE_1, MARITAL_STATUS, EDUCATION, ETHNICITY_1",39559
1016,"AGE, INCOME, RACE_1, MARITAL_STATUS, EDUCATION, GENDER",40406
1017,"AGE, INCOME, RACE_1, MARITAL_STATUS, EDUCATION, WORK_NIH_CAMPUS",41498
1018,"AGE, INCOME, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY",41921
1019,"AGE, INCOME, RACE_1, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1",38598
1020,"AGE, INCOME, RACE_1, MARITAL_STATUS, EMPLOYMENT, GENDER",39358
1021,"AGE, INCOME, RACE_1, MARITAL_STATUS, EMPLOYMENT, WORK_NIH_CAMPUS",40534
1022,"AGE, INCOME, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1",36577
1023,"AGE, INCOME, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, GENDER",37336
1024,"AGE, INCOME, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, WORK_NIH_CAMPUS",38726
1025,"AGE, INCOME, RACE_1, MARITAL_STATUS, ETHNICITY_1, GENDER",34067
1026,"AGE, INCOME, RACE_1, MARITAL_STATUS, ETHNICITY_1, WORK_NIH_CAMPUS",35601
1027,"AGE, INCOME, RACE_1, MARITAL_STATUS, GENDER, WORK_NIH_CAMPUS",36137
1028,"AGE, INCOME, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",43629
1029,"AGE, INCOME, RACE_1, EDUCATION, EMPLOYMENT, ETHNICITY_1",40220
1030,"AGE, INCOME, RACE_1, EDUCATION, EMPLOYMENT, GENDER",41164
1031,"AGE, INCOME, RACE_1, EDUCATION, EMPLOYMENT, WORK_NIH_CAMPUS",42201
1032,"AGE, INCOME, RACE_1, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",38162
1033,"AGE, INCOME, RACE_1, EDUCATION, LGBT_IDENTITY, GENDER",39124
1034,"AGE, INCOME, RACE_1, EDUCATION, LGBT_IDENTITY, WORK_NIH_CAMPUS",40256
1035,"AGE, INCOME, RACE_1, EDUCATION, ETHNICITY_1, GENDER",35679
1036,"AGE, INCOME, RACE_1, EDUCATION, ETHNICITY_1, WORK_NIH_CAMPUS",36917
1037,"AGE, INCOME, RACE_1, EDUCATION, GENDER, WORK_NIH_CAMPUS",37747
1038,"AGE, INCOME, RACE_1, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",37211
1039,"AGE, INCOME, RACE_1, EMPLOYMENT, LGBT_IDENTITY, GENDER",38080
1040,"AGE, INCOME, RACE_1, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",39429
1041,"AGE, INCOME, RACE_1, EMPLOYMENT, ETHNICITY_1, GENDER",34618
1042,"AGE, INCOME, RACE_1, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",36151
1043,"AGE, INCOME, RACE_1, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",36923
1044,"AGE, INCOME, RACE_1, LGBT_IDENTITY, ETHNICITY_1, GENDER",32963
1045,"AGE, INCOME, RACE_1, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",34468
1046,"AGE, INCOME, RACE_1, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",35155
1047,"AGE, INCOME, RACE_1, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",31809
1048,"AGE, INCOME, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",42546
1049,"AGE, INCOME, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1",39488
1050,"AGE, INCOME, MARITAL_STATUS, EDUCATION, EMPLOYMENT, GENDER",40190
1051,"AGE, INCOME, MARITAL_STATUS, EDUCATION, EMPLOYMENT, WORK_NIH_CAMPUS",41045
1052,"AGE, INCOME, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",37730
1053,"AGE, INCOME, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, GENDER",38452
1054,"AGE, INCOME, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, WORK_NIH_CAMPUS",39141
1055,"AGE, INCOME, MARITAL_STATUS, EDUCATION, ETHNICITY_1, GENDER",35378
1056,"AGE, INCOME, MARITAL_STATUS, EDUCATION, ETHNICITY_1, WORK_NIH_CAMPUS",36169
1057,"AGE, INCOME, MARITAL_STATUS, EDUCATION, GENDER, WORK_NIH_CAMPUS",36685
1058,"AGE, INCOME, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",36732
1059,"AGE, INCOME, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, GENDER",37351
1060,"AGE, INCOME, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",38139
1061,"AGE, INCOME, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, GENDER",34289
1062,"AGE, INCOME, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",35181
1063,"AGE, INCOME, MARITAL_STATUS, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",35690
1064,"AGE, INCOME, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, GENDER",32596
1065,"AGE, INCOME, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",33713
1066,"AGE, INCOME, MARITAL_STATUS, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",34121
1067,"AGE, INCOME, MARITAL_STATUS, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",31183
1068,"AGE, INCOME, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",38228
1069,"AGE, INCOME, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER",38950
1070,"AGE, INCOME, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",39592
1071,"AGE, INCOME, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER",35847
1072,"AGE, INCOME, EDUCATION, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",36592
1073,"AGE, INCOME, EDUCATION, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",37213
1074,"AGE, INCOME, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER",34114
1075,"AGE, INCOME, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",34949
1076,"AGE, INCOME, EDUCATION, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",35595
1077,"AGE, INCOME, EDUCATION, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",32429
1078,"AGE, INCOME, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",32957
1079,"AGE, INCOME, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",34037
1080,"AGE, INCOME, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",34629
1081,"AGE, INCOME, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",31587
1082,"AGE, INCOME, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",30169
1083,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT",44618
1084,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY",42713
1085,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, ETHNICITY_1",39636
1086,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, GENDER",40094
1087,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, WORK_NIH_CAMPUS",41231
1088,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY",41508
1089,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1",38599
1090,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, GENDER",38972
1091,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, WORK_NIH_CAMPUS",40405
1092,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1",36865
1093,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, GENDER",37301
1094,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, WORK_NIH_CAMPUS",38739
1095,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, ETHNICITY_1, GENDER",34229
1096,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, ETHNICITY_1, WORK_NIH_CAMPUS",35793
1097,"AGE, LANGUAGE, RACE_1, MARITAL_STATUS, GENDER, WORK_NIH_CAMPUS",35874
1098,"AGE, LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",42946
1099,"AGE, LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, ETHNICITY_1",39954
1100,"AGE, LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, GENDER",40604
1101,"AGE, LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, WORK_NIH_CAMPUS",41787
1102,"AGE, LANGUAGE, RACE_1, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",38138
1103,"AGE, LANGUAGE, RACE_1, EDUCATION, LGBT_IDENTITY, GENDER",38913
1104,"AGE, LANGUAGE, RACE_1, EDUCATION, LGBT_IDENTITY, WORK_NIH_CAMPUS",40041
1105,"AGE, LANGUAGE, RACE_1, EDUCATION, ETHNICITY_1, GENDER",35652
1106,"AGE, LANGUAGE, RACE_1, EDUCATION, ETHNICITY_1, WORK_NIH_CAMPUS",36899
1107,"AGE, LANGUAGE, RACE_1, EDUCATION, GENDER, WORK_NIH_CAMPUS",37364
1108,"AGE, LANGUAGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",36769
1109,"AGE, LANGUAGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY, GENDER",37392
1110,"AGE, LANGUAGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",38852
1111,"AGE, LANGUAGE, RACE_1, EMPLOYMENT, ETHNICITY_1, GENDER",34417
1112,"AGE, LANGUAGE, RACE_1, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",36074
1113,"AGE, LANGUAGE, RACE_1, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",36406
1114,"AGE, LANGUAGE, RACE_1, LGBT_IDENTITY, ETHNICITY_1, GENDER",32891
1115,"AGE, LANGUAGE, RACE_1, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",34506
1116,"AGE, LANGUAGE, RACE_1, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",34816
1117,"AGE, LANGUAGE, RACE_1, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",31728
1118,"AGE, LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",42714
1119,"AGE, LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1",39850
1120,"AGE, LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, GENDER",40285
1121,"AGE, LANGUAGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, WORK_NIH_CAMPUS",40880
1122,"AGE, LANGUAGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",38154
1123,"AGE, LANGUAGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, GENDER",38676
1124,"AGE, LANGUAGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, WORK_NIH_CAMPUS",39460
1125,"AGE, LANGUAGE, MARITAL_STATUS, EDUCATION, ETHNICITY_1, GENDER",35592
1126,"AGE, LANGUAGE, MARITAL_STATUS, EDUCATION, ETHNICITY_1, WORK_NIH_CAMPUS",36448
1127,"AGE, LANGUAGE, MARITAL_STATUS, EDUCATION, GENDER, WORK_NIH_CAMPUS",36691
1128,"AGE, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",36929
1129,"AGE, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, GENDER",37262
1130,"AGE, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",38413
1131,"AGE, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, GENDER",34474
1132,"AGE, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",35776
1133,"AGE, LANGUAGE, MARITAL_STATUS, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",35831
1134,"AGE, LANGUAGE, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, GENDER",33057
1135,"AGE, LANGUAGE, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",34312
1136,"AGE, LANGUAGE, MARITAL_STATUS, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",34337
1137,"AGE, LANGUAGE, MARITAL_STATUS, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",31447
1138,"AGE, LANGUAGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",38185
1139,"AGE, LANGUAGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER",38800
1140,"AGE, LANGUAGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",39651
1141,"AGE, LANGUAGE, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER",35879
1142,"AGE, LANGUAGE, EDUCATION, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",36864
1143,"AGE, LANGUAGE, EDUCATION, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",37205
1144,"AGE, LANGUAGE, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER",34383
1145,"AGE, LANGUAGE, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",35260
1146,"AGE, LANGUAGE, EDUCATION, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",35700
1147,"AGE, LANGUAGE, EDUCATION, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",32521
1148,"AGE, LANGUAGE, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",32843
1149,"AGE, LANGUAGE, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",34183
1150,"AGE, LANGUAGE, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",34393
1151,"AGE, LANGUAGE, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",31722
1152,"AGE, LANGUAGE, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",30334
1153,"AGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",31429
1154,"AGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1",28496
1155,"AGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, GENDER",28876
1156,"AGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT, WORK_NIH_CAMPUS",29578
1157,"AGE, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",26758
1158,"AGE, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, GENDER",27134
1159,"AGE, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, WORK_NIH_CAMPUS",28115
1160,"AGE, RACE_1, MARITAL_STATUS, EDUCATION, ETHNICITY_1, GENDER",24099
1161,"AGE, RACE_1, MARITAL_STATUS, EDUCATION, ETHNICITY_1, WORK_NIH_CAMPUS",25228
1162,"AGE, RACE_1, MARITAL_STATUS, EDUCATION, GENDER, WORK_NIH_CAMPUS",25345
1163,"AGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",25547
1164,"AGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, GENDER",25833
1165,"AGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",27064
1166,"AGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, GENDER",22987
1167,"AGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",24361
1168,"AGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",24423
1169,"AGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, GENDER",21344
1170,"AGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",22825
1171,"AGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",22739
1172,"AGE, RACE_1, MARITAL_STATUS, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",20002
1173,"AGE, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",26957
1174,"AGE, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER",27544
1175,"AGE, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",28430
1176,"AGE, RACE_1, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER",24558
1177,"AGE, RACE_1, EDUCATION, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",25612
1178,"AGE, RACE_1, EDUCATION, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",25979
1179,"AGE, RACE_1, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER",22968
1180,"AGE, RACE_1, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",24025
1181,"AGE, RACE_1, EDUCATION, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",24393
1182,"AGE, RACE_1, EDUCATION, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",21365
1183,"AGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",21547
1184,"AGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",22908
1185,"AGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",23196
1186,"AGE, RACE_1, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",20497
1187,"AGE, RACE_1, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",18989
1188,"AGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",26745
1189,"AGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER",27027
1190,"AGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",27526
1191,"AGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER",24184
1192,"AGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",24885
1193,"AGE, MARITAL_STATUS, EDUCATION, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",24927
1194,"AGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER",22726
1195,"AGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",23538
1196,"AGE, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",23596
1197,"AGE, MARITAL_STATUS, EDUCATION, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",20737
1198,"AGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",21441
1199,"AGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",22617
1200,"AGE, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",22482
1201,"AGE, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",19953
1202,"AGE, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",18540
1203,"AGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER",22905
1204,"AGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, WORK_NIH_CAMPUS",23657
1205,"AGE, EDUCATION, EMPLOYMENT, LGBT_IDENTITY, GENDER, WORK_NIH_CAMPUS",23884
1206,"AGE, EDUCATION, EMPLOYMENT, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",21153
1207,"AGE, EDUCATION, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",19802
1208,"AGE, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1, GENDER, WORK_NIH_CAMPUS",18693
1209,"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, EMPLOYMENT",24554
1210,"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, LGBT_IDENTITY",23356
1211,"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, ETHNICITY_1",21889
1212,"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, GENDER",21592
1213,"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EDUCATION, WORK_NIH_CAMPUS",22014
1214,"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, LGBT_IDENTITY",23258
1215,"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, ETHNICITY_1",21769
1216,"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, GENDER",21445
1217,"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, EMPLOYMENT, WORK_NIH_CAMPUS",21667
1218,"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, ETHNICITY_1",20712
1219,"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, GENDER",20410
1220,"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, LGBT_IDENTITY, WORK_NIH_CAMPUS",20968
1221,"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, ETHNICITY_1, GENDER",18951
1222,"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, ETHNICITY_1, WORK_NIH_CAMPUS",19573
1223,"INCOME, LANGUAGE, RACE_1, MARITAL_STATUS, GENDER, WORK_NIH_CAMPUS",19077
1224,"INCOME, LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, LGBT_IDENTITY",23886
1225,"INCOME, LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, ETHNICITY_1",22395
1226,"INCOME, LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, GENDER",22095
1227,"INCOME, LANGUAGE, RACE_1, EDUCATION, EMPLOYMENT, WORK_NIH_CAMPUS",22450
1228,"INCOME, LANGUAGE, RACE_1, EDUCATION, LGBT_IDENTITY, ETHNICITY_1",21155
1229,"INCOME, LANGUAGE, RACE_1, EDUCATION, LGBT_IDENTITY, GENDER",20839
1230,"INCOME, LANGUAGE, RACE_1, EDUCATION, LGBT_IDENTITY, WORK_NIH_CAMPUS",21430
1231,"INCOME, LANGUAGE, RACE_1, EDUCATION, ETHNICITY_1, GENDER",19424
1232,"INCOME, LANGUAGE, RACE_1, EDUCATION, ETHNICITY_1, WORK_NIH_CAMPUS",20010
1233,"INCOME, LANGUAGE, RACE_1, EDUCATION, GENDER, WORK_NIH_CAMPUS",19605
1234,"INCOME, LANGUAGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY, ETHNICITY_1",21143
1235,"INCOME, LANGUAGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY, GENDER",20759
1236,"INCOME, LANGUAGE, RACE_1, EMPLOYMENT, LGBT_IDENTITY, WORK_NIH_CAMPUS",21298
1237,"INCOME, LANGUAGE, RACE_1, EMPLOYMENT, ETHNICITY_1, GENDER",19274
1238,"INCOME, LANGUAGE, RACE_1, EMPLOYMENT, ETHNICITY_1, WORK_NIH_CAMPUS",19964
1239,"INCOME, LANGUAGE, RACE_1, EMPLOYMENT, GENDER, WORK_NIH_CAMPUS",19473
